@relation 'city_day-weka.filters.unsupervised.attribute.Remove-R2,15-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R14-15-weka.filters.unsupervised.attribute.NumericTransform-R8,11-12-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.NumericTransform-R2-7,9-10-Cjava.lang.Math-Mcbrt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.instance.SpreadSubsample-M-1.0-X0.0-S1'

@attribute City {Ahmedabad,Aizawl,Amaravati,Amritsar,Bengaluru,Bhopal,Brajrajnagar,Chandigarh,Chennai,Coimbatore,Delhi,Ernakulam,Gurugram,Guwahati,Hyderabad,Jaipur,Jorapokhar,Kochi,Kolkata,Lucknow,Mumbai,Patna,Shillong,Talcher,Thiruvananthapuram,Visakhapatnam}
@attribute PM2.5 numeric
@attribute PM10 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute Benzene numeric
@attribute Toluene numeric
@attribute AQI_Bucket {Poor,'Very Poor',Severe,Moderate,Satisfactory,Good}

@data
Lucknow,0.478952,0.489155,0.305498,0.490063,0.22203,0.388686,0.655126,0.244588,0.682644,0.459395,0.592798,'Very Poor'
Talcher,0.482064,0.709786,0.459011,0.413158,0.40827,0.273951,0.554101,0.422598,0.286683,0.545059,0.639541,'Very Poor'
Patna,0.531233,0.489155,0.404977,0.450649,0.564613,0.388686,0.534627,0.33125,0.399641,0.283857,0.414228,'Very Poor'
Delhi,0.547609,0.704682,0.51375,0.567188,0.625442,0.538822,0.531839,0.421938,0.558578,0.556017,0.639583,'Very Poor'
Delhi,0.555088,0.641521,0.586187,0.582652,0.708746,0.505449,0.541538,0.434542,0.804568,0.588308,0.695983,'Very Poor'
Brajrajnagar,0.398158,0.489155,0.327382,0.413158,0.440314,0.388686,0.558343,0.403257,0.496534,0.545059,0.639541,'Very Poor'
Patna,0.635674,0.489155,0.5431,0.631914,0.563754,0.388686,0.558984,0.660664,0.536173,0.375305,0.541545,'Very Poor'
Patna,0.595644,0.489155,0.495568,0.477741,0.63424,0.388686,0.535721,0.303944,0.345119,0.334111,0.432137,'Very Poor'
Patna,0.547395,0.489155,0.512186,0.493605,0.509376,0.388686,0.596938,0.612622,0.501946,0.419542,0.557228,'Very Poor'
Gurugram,0.517737,0.747147,0.32107,0.356793,0.42463,0.388686,0.436099,0.249976,0.598415,?,0.3073,'Very Poor'
Patna,0.584326,0.489155,0.402119,0.445997,0.55917,0.388686,0.516632,0.312276,0.413252,0.323129,0.415318,'Very Poor'
Gurugram,0.476698,0.489155,0.214487,0.281009,0.440314,0.388686,0.396048,0.242577,0.493867,0.064626,0.486235,'Very Poor'
Lucknow,0.546107,0.489155,0.243815,0.433951,0.400235,0.310518,0.477099,0.371535,0.380769,0.536344,0.612792,'Very Poor'
Talcher,0.481127,0.775584,0.357129,0.043948,0.386098,0.246563,0.563645,0.530444,0.345318,?,0.639541,'Very Poor'
Lucknow,0.57178,0.489155,0.326024,0.597782,0.532245,0.436204,0.514645,0.384694,0.444243,0.524358,0.719433,'Very Poor'
Delhi,0.554042,0.710316,0.596267,0.568902,0.686081,0.442609,0.585892,0.439593,0.555715,0.645803,0.745693,'Very Poor'
Patna,0.518976,0.489155,0.394179,0.500868,0.592514,0.388686,0.518581,0.248769,0.423096,0.239144,0.36841,'Very Poor'
Patna,0.513344,0.489155,0.670956,0.782109,0.712046,0.388686,0.551336,0.472913,0.564421,0.409718,0.584347,'Very Poor'
Gurugram,0.628395,0.489155,0.263195,0.362084,0,0.388686,0.471138,0.255171,0.453551,0.462713,0.499001,'Very Poor'
Kolkata,0.563195,0.659587,0.522625,0.639155,0.701962,0.372647,0.455708,0.429471,0.532857,0.636678,0.705378,'Very Poor'
Delhi,0.565744,0.652916,0.3685,0.530583,0.58388,0.446044,0.509151,0.418413,0.659908,0.5033,0.575443,'Very Poor'
Lucknow,0.605824,0.489155,0.231476,0.366854,0.223451,0.388686,0.530129,0.367807,0.586987,0.545059,0.639541,'Very Poor'
Delhi,0.57773,0.676359,0.410493,0.480762,0.519923,0.436772,0.50773,0.390651,0.517599,0.5526,0.741853,'Very Poor'
Delhi,0.491443,0.599177,0.363011,0.505358,0.564613,0.491232,0.52237,0.462028,0.537751,0.529911,0.62737,'Very Poor'
Ahmedabad,0.317782,0.489155,0.335215,0.363579,0.443567,0.388686,0.771072,0.426802,0.331648,0.602,0.658551,'Very Poor'
Lucknow,0.590836,0.489155,0.431062,0.510496,0.440314,0.388686,0.551802,0.339558,0.680662,0.488222,0.604762,'Very Poor'
Hyderabad,0.481807,0.489155,0.222366,0.334182,0.389206,0.388686,0.4533,0.302401,0.436502,0.430293,0.602314,'Very Poor'
Delhi,0.450781,0.694568,0.315604,0.455383,0.450664,0.399178,0.474162,0.434273,0.574584,0.532414,0.717289,'Very Poor'
Lucknow,0.515642,0.489155,0.303582,0.513063,0.428888,0.222556,0.45689,0.276547,0.476432,0.500734,0.496765,'Very Poor'
Delhi,0.528412,0.679514,0.506031,0.542603,0.601319,0.511353,0.516632,0.404149,0.537138,0.546963,0.5847,'Very Poor'
Gurugram,0.514869,0.489155,0.21521,0.388175,0.367348,0.388686,0.531272,0.403257,0.479971,0.464008,0.440776,'Very Poor'
Delhi,0.591104,0.747779,0.648369,0.576266,0.70674,0.499927,0.573509,0.461066,0.57597,0.64948,0.853694,'Very Poor'
Ahmedabad,0.429723,0.489155,0.314248,0.503105,0.458175,0.388686,0.753633,0.613756,0.393013,0.602146,0.739,'Very Poor'
Patna,0.499315,0.489155,0.466159,0.557914,0.489414,0.388686,0.520493,0.662261,0.536217,0.645619,0.768791,'Very Poor'
Guwahati,0.511796,0.58596,0.405554,0.270624,0.54435,0.352277,0.50184,0.372011,0.392935,0.458034,0.639541,'Very Poor'
Delhi,0.451242,0.491707,0.279382,0.440754,0.463651,0.394431,0.699062,0.437745,0.607574,0.52266,0.613053,'Very Poor'
Lucknow,0.542693,0.489155,0.356162,0.617416,0.549155,0.359395,0.532963,0.379139,0.4878,0.485198,0.57407,'Very Poor'
Patna,0.542512,0.489155,0.284852,0.362735,0.294388,0.388686,0.488934,0.568815,0.496534,0.532414,0.725271,'Very Poor'
Lucknow,0.542185,0.489155,0.406417,0.595684,0.53681,0.222234,0.493145,0.422221,0.379688,0.548274,0.600547,'Very Poor'
Brajrajnagar,0.505876,0.605215,0.354825,0.425157,0.501231,0.53413,0.591721,0.425409,0.29011,?,0.639541,'Very Poor'
Gurugram,0.539507,0.489155,0.300259,0.294499,0.440314,0.388686,0.436099,0.225627,0.493559,0.544011,0.75864,'Very Poor'
Kolkata,0.61855,0.725952,0.558678,0.69716,0.78849,0.496899,0.533521,0.473907,0.4825,0.730036,0.777811,'Very Poor'
Talcher,0.579681,0.694469,0.300912,0.253245,0.385802,0.152145,0.50773,0.351509,0.307356,?,0.639541,'Very Poor'
Lucknow,0.546239,0.489155,0.282322,0.411371,0.223451,0.388686,0.654275,0.249253,0.568425,0.545059,0.639541,'Very Poor'
Lucknow,0.515203,0.489155,0.251562,0.327484,0.180112,0.388686,0.581813,0.291367,0.607782,0.325998,0.429381,'Very Poor'
Delhi,0.559049,0.713787,0.581483,0.557419,0.660379,0.474663,0.56323,0.445398,0.594314,0.610926,0.79576,'Very Poor'
Kolkata,0.59246,0.69846,0.725792,0.564129,0.836986,0.525242,0.502595,0.36974,0.503186,0.698487,0.755533,'Very Poor'
Patna,0.564039,0.489155,0.311661,0.436641,0.363387,0.388686,0.4872,0.61352,0.370306,0.519167,0.711682,'Very Poor'
Delhi,0.564332,0.812728,0.287078,0.466345,0.445307,0.419704,0.491481,0.449557,0.593988,0.522316,0.702583,'Very Poor'
Delhi,0.575214,0.666591,0.436503,0.538092,0.46122,0.465515,0.463713,0.459777,0.491136,0.55815,0.622564,'Very Poor'
Patna,0.560259,0.489155,0.519708,0.491692,0.660076,0.388686,0.515312,0.120064,0.262621,0.264156,0.400038,'Very Poor'
Ahmedabad,0.283475,0.410732,0.35743,0.702842,0.617594,0.388686,0.788527,0.49935,0.436502,0.60097,0.838003,'Very Poor'
Talcher,0.618379,0.73655,0.327382,0.381351,0.303077,0.157811,0.588199,0.49935,0.404222,?,0.639541,'Very Poor'
Gurugram,0.548452,0.489155,0.327382,0.413158,0.440314,0.388686,0.548012,0.504091,0.573734,0.545059,0.639541,'Very Poor'
Lucknow,0.537716,0.489155,0.211405,0.285096,0.223451,0.388686,0.542561,0.305135,0.545215,0.512148,0.539564,'Very Poor'
Gurugram,0.63363,0.489155,0.208551,0.289964,0.272694,0.388686,0.511246,0.366101,0.465167,0.545059,0.639541,'Very Poor'
Patna,0.60291,0.489155,0.324602,0.387888,0.355056,0.388686,0.549925,0.572866,0.536437,0.364739,0.550863,'Very Poor'
Amritsar,0.536384,0.623372,0.328137,0.279865,0.418078,0.310074,0.369419,0.448799,0.369431,0.546963,0.563408,'Very Poor'
Patna,0.45802,0.489155,0.658784,0.682645,0.858578,0.388686,0.515312,0.195721,0.411173,0.231681,0.381752,'Very Poor'
Patna,0.635378,0.489155,0.485548,0.40721,0.593016,0.388686,0.48979,0.259063,0.296886,0.343934,0.48824,'Very Poor'
Gurugram,0.618436,0.713162,0.242286,0.506512,0.491575,0.388686,0.430166,0.377525,0.488271,?,?,'Very Poor'
Delhi,0.552889,0.640966,0.480799,0.601913,0.492775,0.53796,0.351318,0.411493,0.42248,0.467169,0.52404,'Very Poor'
Delhi,0.527878,0.669079,0.619321,0.53918,0.676685,0.420518,0.564058,0.39887,0.595398,0.627012,0.75757,'Very Poor'
Gurugram,0.585921,0.676208,0.566591,0.558001,0.668996,0.388686,0.547529,0.330516,0.542089,0.493991,0.596287,'Very Poor'
Delhi,0.555192,0.643803,0.399471,0.495467,0.523613,0.498786,0.492317,0.347517,0.471506,0.551348,0.743022,'Very Poor'
Ahmedabad,0.367916,0.489155,0.278824,0.503352,0.44464,0.388686,0.721714,0.629859,0.36473,0.58503,0.731498,'Very Poor'
Ahmedabad,0.312933,0.502206,0.288312,0.561986,0.50263,0.388686,0.730594,0.808884,0.65301,0.733992,0.843773,'Very Poor'
Talcher,0.512618,0.681395,0.116563,0.377521,0.310017,0.160098,0.54557,0.209145,0.45343,?,0.639541,'Very Poor'
Gurugram,0.504258,0.489155,0.212293,0.307043,0.440314,0.388686,0.406186,0.361772,0.596371,0.064626,0.515927,'Very Poor'
Talcher,0.570362,0.707345,0.479102,0.495757,0.636466,0.25962,0.515312,0.665353,0.441733,?,?,'Very Poor'
Lucknow,0.581524,0.489155,0.483184,0.571275,0.590702,0.507669,0.532402,0.359382,0.421244,0.545364,0.579443,'Very Poor'
Patna,0.635845,0.489155,0.523229,0.633082,0.568784,0.388686,0.569285,0.606074,0.36767,0.561373,0.729654,'Very Poor'
Patna,0.552152,0.489155,0.390253,0.400166,0.5248,0.388686,0.502595,0.282095,0.283605,0.317112,0.407402,'Very Poor'
Lucknow,0.570648,0.489155,0.260291,0.423357,0.410217,0.497196,0.45689,0.406084,0.706328,0.390624,0.383293,'Very Poor'
Delhi,0.599689,0.746284,0.698787,0.576621,0.765621,0.510578,0.589172,0.422127,0.512337,0.641878,0.842639,'Very Poor'
Talcher,0.465777,0.733719,0.345139,0.08441,0.379788,0.245216,0.551802,0.52664,0.340905,?,0.639541,'Very Poor'
Lucknow,0.527266,0.489155,0.458551,0.435114,0.440314,0.388686,0.547043,0.305981,0.524509,0.544555,0.637705,'Very Poor'
Gurugram,0.586842,0.489155,0.297038,0.337776,0.324547,0.388686,0.340905,0.30326,0.098217,0.545059,0.639541,'Very Poor'
Gurugram,0.52407,0.692153,0.585453,0.706865,0.703674,0.388686,0.444398,0.297507,0.460422,?,?,'Very Poor'
Gurugram,0.559094,0.489155,0.269239,0.371451,0.410269,0.388686,0.500313,0.352952,0.536744,0.325998,0.639541,'Very Poor'
Patna,0.567707,0.489155,0.305418,0.383123,0.34094,0.388686,0.528973,0.697295,0.698683,0.629114,0.734409,'Very Poor'
Delhi,0.578975,0.661702,0.438471,0.515133,0.601563,0.50649,0.515974,0.477622,0.608718,0.560005,0.661304,'Very Poor'
Delhi,0.612008,0.733562,0.493593,0.547345,0.596751,0.521979,0.544077,0.420515,0.547844,0.602,0.796545,'Very Poor'
Lucknow,0.552889,0.489155,0.211405,0.314212,0.223451,0.388686,0.676591,0.295725,0.564621,0.545059,0.639541,'Very Poor'
Delhi,0.584557,0.692777,0.398779,0.511629,0.581752,0.458232,0.524214,0.377409,0.69791,0.557444,0.628918,'Very Poor'
Kolkata,0.592675,0.681866,0.525872,0.604346,0.731696,0.379574,0.455708,0.389779,0.489212,0.646622,0.70133,'Very Poor'
Delhi,0.461937,0.54795,0.346988,0.4006,0.448703,0.432141,0.712184,0.290814,0.49015,0.512912,0.637405,'Very Poor'
Patna,0.641549,0.489155,0.411617,0.463062,0.576311,0.388686,0.532402,0.312439,0.416511,0.288195,0.419557,'Very Poor'
Delhi,0.53078,0.654607,0.518422,0.567808,0.644967,0.473202,0.535721,0.464971,0.702103,0.614065,0.751409,'Very Poor'
Lucknow,0.605411,0.489155,0.367356,0.551684,0.521419,0.460684,0.546554,0.321317,0.462922,0.432121,0.507445,'Very Poor'
Jorapokhar,0.398158,0.82191,0.224937,0.254487,0.440314,0.243718,0.558343,0.533525,0.272942,0.545059,0.639541,'Very Poor'
Ahmedabad,0.407867,0.489155,0.279103,0.627315,0.424385,0.388686,0.721979,0.651937,0.613697,0.560463,0.753594,'Very Poor'
Lucknow,0.567718,0.489155,0.567968,0.620353,0.254569,0.388686,0.568102,0.302573,0.575586,0.585904,0.665842,'Very Poor'
Delhi,0.548369,0.615942,0.348379,0.468334,0.502839,0.771855,0.709929,0.268903,0.530536,0.571038,0.650554,'Very Poor'
Lucknow,0.566839,0.489155,0.284583,0.513063,0.463323,0.484233,0.470109,0.335736,0.486432,0.204859,0.378591,'Very Poor'
Delhi,0.509207,0.663351,0.40124,0.484621,0.558888,0.505736,0.502595,0.488457,0.575201,0.559314,0.595348,'Very Poor'
Gurugram,0.587624,0.489155,0.239298,0.281835,0.440314,0.388686,0.558343,0.242323,0.257516,0.5033,0.718136,'Very Poor'
Delhi,0.600069,0.741585,0.486791,0.58704,0.671175,0.507919,0.56323,0.471683,0.774056,0.54749,0.643698,'Very Poor'
Lucknow,0.527457,0.489155,0.237964,0.402861,0.254569,0.388686,0.502595,0.254006,0.458722,0.560005,0.586791,'Very Poor'
Patna,0.603009,0.489155,0.340405,0.402432,0.36787,0.388686,0.488934,0.538688,0.452708,0.557208,0.737984,'Very Poor'
Gurugram,0.624323,0.489155,0.211701,0.387946,0,0.388686,0.503345,0.379139,0.419584,0.465285,0.500752,'Very Poor'
Chennai,0.523138,0.489155,0.219327,0.3319,0.324379,0.388686,0.141827,0.230136,0.469655,0.402543,0.102433,'Very Poor'
Patna,0.541615,0.489155,0.341518,0.325987,0.347412,0.388686,0.557235,0.490256,0.577771,0.565143,0.754568,'Very Poor'
Lucknow,0.537088,0.489155,0.29032,0.439437,0.415337,0.48687,0.484543,0.321472,0.623168,0.490185,0.639876,'Very Poor'
Lucknow,0.581598,0.489155,0.293585,0.448466,0.429939,0.521064,0.448309,0.413856,0.444056,0.387755,0.341586,'Very Poor'
Delhi,0.513558,0.489155,0.479563,0.393165,0.548511,0.556919,0.513974,0.453812,0.412394,0.524021,0.647189,'Very Poor'
Jaipur,0.520497,0.643995,0.403819,0.564413,0.605963,0.569063,0.492317,0.430567,0.532679,0.597348,0.698096,'Very Poor'
Lucknow,0.551131,0.489155,0.205786,0.308099,0.229966,0.388686,0.522988,0.294465,0.688718,0.527012,0.559103,'Very Poor'
Delhi,0.604622,0.701933,0.528549,0.526427,0.633142,0.557846,0.538935,0.444283,0.644141,0.571648,0.677876,'Very Poor'
Ahmedabad,0.304944,0.455238,0.33609,0.675726,0.591962,0.388686,0.771778,0.625383,0.578076,0.60097,0.838003,'Very Poor'
Jorapokhar,0.476189,0.665476,0.249888,0.273694,0.440314,0.238129,0.558343,0.503886,0.543978,0.545059,0.639541,'Very Poor'
Delhi,0.475215,0.741591,0.551347,0.54656,0.509274,0.465137,0.470109,0.558245,0.525423,0.540963,0.697572,'Very Poor'
Guwahati,0.598956,0.707623,0.547682,0.290453,0.697986,0.341115,0.548012,0.377177,0.390335,0.550843,0.639541,'Very Poor'
Delhi,0.534425,0.719993,0.407752,0.481991,0.51927,0.513386,0.511935,0.465761,0.576508,0.594537,0.739,'Very Poor'
Kolkata,0.543791,0.629061,0.653974,0.571191,0.80106,0.500367,0.539984,0.397715,0.513435,0.726523,0.772907,'Very Poor'
Delhi,0.531899,0.614301,0.551703,0.493531,0.660985,0.595742,0.511246,0.456117,0.679063,0.626787,0.745975,'Very Poor'
Gurugram,0.525563,0.676542,0.385992,0.342605,0.38143,0.388686,0.559847,0.329631,0.463845,0.478839,0.567099,'Very Poor'
Gurugram,0.548049,0.745538,0.466382,0.267828,0.500176,0.388686,0.357715,0.34792,0.495452,?,?,'Very Poor'
Ahmedabad,0.411474,0.471356,0.345331,0.662307,0.587987,0.388686,0.779143,0.876019,0.368816,0.500299,0.73846,'Very Poor'
Ahmedabad,0.50302,0.489155,0.21066,0.324478,0.373197,0.388686,0.649019,0.739426,0.396429,?,?,'Very Poor'
Delhi,0.498466,0.715536,0.555265,0.472386,0.452307,0.480187,0.404237,0.482837,0.480781,0.556971,0.639387,'Very Poor'
Delhi,0.537482,0.579332,0.425185,0.483785,0.534969,0.568919,0.742653,0.380285,0.470946,0.573454,0.69065,'Very Poor'
Delhi,0.525704,0.590744,0.497494,0.521879,0.438493,0.490472,0.463713,0.48889,0.496367,0.40856,0.559565,'Very Poor'
Patna,0.508333,0.489155,0.547321,0.395728,0.634787,0.388686,0.507012,0.318826,0.289839,0.339152,0.4926,'Very Poor'
Delhi,0.578867,0.685602,0.428729,0.516852,0.170356,0.524807,0.526621,0.474441,0.618232,0.56536,0.644351,'Very Poor'
Visakhapatnam,0.503938,0.640728,0.346225,0.533351,0.503327,0.293166,0.493145,0.419944,0.387623,0.594537,0.636601,'Very Poor'
Lucknow,0.521397,0.489155,0.369523,0.510805,0.440314,0.388686,0.538935,0.34234,0.594495,0.539258,0.657022,'Very Poor'
Hyderabad,0.54108,0.489155,0.252668,0.363773,0.426479,0.388686,0.46589,0.328296,0.523591,0.545059,0.639541,'Very Poor'
Ahmedabad,0.390093,0.489155,0.302777,0.496157,0.449446,0.388686,0.743656,0.659266,0.496534,0.590982,0.724958,'Very Poor'
Guwahati,0.562935,0.646104,0.473763,0.347594,0.636575,0.337648,0.527804,0.398241,0.398957,0.678562,0.639541,'Very Poor'
Ahmedabad,0.313729,0.492535,0.309501,0.731678,0.617063,0.388686,0.749543,0.877241,0.670265,0.744784,0.891016,'Very Poor'
Patna,0.548926,0.489155,0.455341,0.713365,0.547837,0.388686,0.546554,0.608479,0.64411,0.341574,0.544031,'Very Poor'
Lucknow,0.59427,0.489155,0.555508,0.507279,0.609732,0.583433,0.520493,0.344537,0.402281,0.10243,0.246063,'Very Poor'
Lucknow,0.545293,0.489155,0.276387,0.439755,0.440314,0.388686,0.505561,0.325143,0.628031,0.537227,0.655549,'Very Poor'
Ahmedabad,0.392487,0.494789,0.301157,0.569266,0.51063,0.388686,0.74222,0.563438,0.555016,0.545059,0.639541,'Very Poor'
Ahmedabad,0.382629,0.489155,0.331469,0.650157,0.452307,0.388686,0.768027,0.592564,0.589645,0.561146,0.753508,'Very Poor'
Lucknow,0.595024,0.489155,0.231476,0.296296,0.223451,0.388686,0.505561,0.320853,0.61192,0.916805,0.928272,'Very Poor'
Lucknow,0.581895,0.489155,0.473437,0.521219,0.573806,0.313767,0.468022,0.465682,0.397505,0.498983,0.455267,'Very Poor'
Lucknow,0.586685,0.489155,0.404302,0.497496,0.440314,0.388686,0.545075,0.320542,0.579028,0.477178,0.595662,'Very Poor'
Gurugram,0.591937,0.489155,0.210061,0.392379,0,0.388686,0.493145,0.372605,0.418192,0.466545,0.501616,'Very Poor'
Gurugram,0.561327,0.489155,0.215354,0.35163,0.440314,0.388686,0.396048,0.237156,0.41644,0.129252,0.548814,'Very Poor'
Delhi,0.542681,0.634518,0.425097,0.505953,0.54175,0.495335,0.495591,0.36974,0.420623,0.546698,0.749862,'Very Poor'
Brajrajnagar,0.55006,0.674499,0.318136,0.441342,0.51342,0.279731,0.62341,0.442816,0.42248,?,0.639541,'Very Poor'
Lucknow,0.532714,0.489155,0.286901,0.522966,0.448484,0.451438,0.389445,0.345082,0.599663,?,?,'Very Poor'
Lucknow,0.6317,0.489155,0.20039,0.447587,0.224679,0.388686,0.579356,0.263735,0.56736,0.545059,0.639541,'Very Poor'
Ahmedabad,0.312866,0.435108,0.239781,0.484166,0.419535,0.388686,0.682201,0.543346,0.496534,0.527012,0.787487,'Very Poor'
Ahmedabad,0.338118,0.489155,0.323312,0.324478,0.438584,0.388686,0.761294,0.290814,0.60165,?,?,'Very Poor'
Gurugram,0.563623,0.489155,0.393673,0.378245,0.485632,0.388686,0.525424,0.302056,0.42007,0.498983,0.581836,'Very Poor'
Delhi,0.514976,0.658097,0.381432,0.579584,0.624969,0.497493,0.511246,0.41366,0.756594,0.594537,0.709812,'Very Poor'
Lucknow,0.593044,0.489155,0.427204,0.531381,0.534353,0.300476,0.547043,0.396448,0.532145,0.548274,0.664053,'Very Poor'
Delhi,0.401447,0.689453,0.439842,0.511492,0.583957,0.452724,0.67109,0.362271,0.624324,0.468404,0.54933,'Very Poor'
Patna,0.622095,0.489155,0.432049,0.36293,0.402913,0.388686,0.572754,0.558189,0.496534,0.583258,0.748107,'Very Poor'
Lucknow,0.620867,0.489155,0.335485,0.500797,0.477924,0.516614,0.542561,0.310148,0.607087,0.477735,0.422615,'Very Poor'
Delhi,0.641717,0.755787,0.665713,0.581283,0.740528,0.5196,0.581813,0.473754,0.549108,0.634121,0.834477,'Very Poor'
Delhi,0.54153,0.703162,0.490893,0.614597,0.662434,0.569437,0.709731,0.463146,0.690139,0.552848,0.622681,'Very Poor'
Patna,0.521593,0.489155,0.286102,0.360183,0.43959,0.388686,0.515312,0.299447,0.496367,0.317112,0.419557,'Very Poor'
Gurugram,0.551225,0.636214,0.547155,0.489319,0.614203,0.388686,0.369419,0.42457,0.451439,?,?,'Very Poor'
Gurugram,0.657074,0.697207,0.578516,0.511423,0.636879,0.388686,0.515974,0.454473,0.47687,0.615848,0.674102,'Very Poor'
Delhi,0.490743,0.716586,0.573389,0.507557,0.478348,0.480582,0.44958,0.477622,0.480403,0.567503,0.641902,'Very Poor'
Kolkata,0.595166,0.696297,0.577538,0.645561,0.770506,0.405458,0.541538,0.431204,0.4423,0.547227,0.572073,'Very Poor'
Delhi,0.503285,0.697252,0.495034,0.585,0.610773,0.495111,0.522988,0.434004,0.59977,0.593099,0.640846,'Very Poor'
Lucknow,0.571275,0.489155,0.268645,0.520291,0.493247,0.421379,0.484543,0.402918,0.530849,0.638576,0.513689,'Very Poor'
Delhi,0.497045,0.66509,0.357911,0.496918,0.560014,0.396138,0.479954,0.521059,0.712821,0.588477,0.637505,'Very Poor'
Delhi,0.522763,0.669956,0.498683,0.557477,0.651739,0.423442,0.544577,0.465761,0.633819,0.614578,0.694583,'Very Poor'
Ahmedabad,0.451838,0.489155,0.254855,0.537094,0.457839,0.388686,0.698065,0.76201,0.653434,0.562944,0.753968,'Very Poor'
Gurugram,0.57998,0.678265,0.580912,0.537282,0.655103,0.388686,0.568892,0.696627,0.499899,0.493991,0.596443,'Very Poor'
Lucknow,0.601408,0.489155,0.34424,0.445153,0.440314,0.388686,0.507012,0.385698,0.352993,0.564488,0.67417,'Very Poor'
Delhi,0.592265,0.705476,0.551237,0.552544,0.644925,0.504837,0.536803,0.458806,0.50945,0.608364,0.794599,'Very Poor'
Amritsar,0.465375,0.568067,0.324602,0.28049,0.416051,0.311578,0.427066,0.525885,0.311943,0.511378,0.522679,'Very Poor'
Lucknow,0.625,0.489155,0.210211,0.280594,0.226412,0.388686,0.571227,0.287834,0.506678,0.343934,0.430309,'Very Poor'
Gurugram,0.671408,0.489155,0.236985,0.282964,0.440314,0.388686,0.558343,0.39152,0.266929,0.543464,0.75823,'Very Poor'
Lucknow,0.597607,0.489155,0.34565,0.287101,0.223451,0.388686,0.628589,0.285181,0.586728,0.334111,0.437416,'Very Poor'
Ahmedabad,0.398744,0.489155,0.327435,0.596735,0.426188,0.388686,0.764716,0.662833,0.613288,0.560234,0.753392,'Very Poor'
Delhi,0.491399,0.754057,0.587212,0.563045,0.438309,0.502775,0.415409,0.51926,0.412823,0.577348,0.649504,'Very Poor'
Ahmedabad,0.419204,0.489155,0.377809,0.58938,0.534538,0.388686,0.803711,0.834778,0.664187,0.704087,0.846471,'Very Poor'
Amritsar,0.523695,0.675466,0.4961,0.427903,0.609613,0.295897,0.504089,0.376713,0.469824,0.582719,0.642283,'Very Poor'
Amritsar,0.51396,0.651115,0.554805,0.483709,0.679903,0.326025,0.565695,0.359635,0.603168,0.634224,0.645551,'Very Poor'
Delhi,0.515882,0.618953,0.340471,0.473299,0.476997,0.472631,0.493145,0.401577,0.5246,0.53983,0.728153,'Very Poor'
Gurugram,0.523566,0.659846,0.534759,0.373494,0.550176,0.388686,0.434648,0.36805,0.394106,?,?,'Very Poor'
Ahmedabad,0.457056,0.489155,0.328067,0.424235,0.505716,0.388686,0.765237,0.500664,0.471394,0.625772,0.77694,'Very Poor'
Lucknow,0.59543,0.489155,0.444238,0.61129,0.578426,0.377601,0.532402,0.415612,0.396891,0.571445,0.67322,'Very Poor'
Lucknow,0.491312,0.489155,0.261022,0.417118,0.440314,0.388686,0.558113,0.316457,0.619539,0.518453,0.615744,'Very Poor'
Delhi,0.549836,0.643015,0.319095,0.438524,0.463569,0.737669,0.68426,0.25236,0.425407,0.544011,0.607563,'Very Poor'
Ahmedabad,0.625537,0.489155,0.380464,0.574015,0.439316,0.388686,0.805635,0.554105,0.615159,0.560463,0.753508,'Very Poor'
Gurugram,0.543562,0.489155,0.162111,0.256086,0.440314,0.388686,0.43753,0.485844,0.53516,0.064626,0.500318,'Very Poor'
Patna,0.595623,0.489155,0.474342,0.360446,0.435214,0.388686,0.577564,0.602969,0.496534,0.584148,0.742699,'Very Poor'
Visakhapatnam,0.517287,0.631529,0.401876,0.623123,0.5805,0.332713,0.493967,0.478973,0.735921,0.583793,0.62534,'Very Poor'
Patna,0.58307,0.489155,0.321579,0.276811,0.322611,0.388686,0.583533,0.610581,0.496534,0.555053,0.733948,'Very Poor'
Lucknow,0.537864,0.489155,0.241456,0.50044,0.446945,0.516061,0.434648,0.375196,0.439578,0.467788,0.403793,'Very Poor'
Patna,0.506592,0.489155,0.474089,0.426076,0.594192,0.388686,0.502595,0.274314,0.355454,0.334111,0.447922,'Very Poor'
Lucknow,0.489397,0.489155,0.208399,0.554345,0.223451,0.388686,0.510552,0.281705,0.650639,0.447905,0.539277,'Very Poor'
