@relation 'city_day-weka.filters.unsupervised.attribute.Remove-R2,15-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R14-15-weka.filters.unsupervised.attribute.NumericTransform-R8,11-12-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.NumericTransform-R2-7,9-10-Cjava.lang.Math-Mcbrt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.instance.SpreadSubsample-M-1.0-X0.0-S1'

@attribute City {Ahmedabad,Aizawl,Amaravati,Amritsar,Bengaluru,Bhopal,Brajrajnagar,Chandigarh,Chennai,Coimbatore,Delhi,Ernakulam,Gurugram,Guwahati,Hyderabad,Jaipur,Jorapokhar,Kochi,Kolkata,Lucknow,Mumbai,Patna,Shillong,Talcher,Thiruvananthapuram,Visakhapatnam}
@attribute PM2.5 numeric
@attribute PM10 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute Benzene numeric
@attribute Toluene numeric
@attribute AQI_Bucket {Poor,'Very Poor',Severe,Moderate,Satisfactory,Good}

@data
Amritsar,0.255886,0.342649,0.256259,0.268279,0.363654,0.283851,0.340905,0.298391,0.362565,0.525362,0.439948,Satisfactory
Kolkata,0.282402,0.361039,0.176574,0.236991,0.299092,0.309272,0.369419,0.278352,0.505012,0.485198,0.595975,Satisfactory
Thiruvananthapuram,0.240948,0.346499,0.15887,0.238248,0.247436,0.165856,0.460359,0.291551,0.479267,0.545059,0.639541,Satisfactory
Kolkata,0.267912,0.334673,0.441536,0.470749,0.596776,0.334347,0.45806,0.212679,0.419098,0.567291,0.623847,Satisfactory
Jaipur,0.297329,0.441795,0.292817,0.32575,0.440314,0.230951,0.382387,0.254473,0.13336,0.368396,0.407402,Satisfactory
Bengaluru,0.276799,0.489155,0.273046,0.424332,0.376832,0.345761,0.484543,0.247796,0.507556,0.562944,0.443219,Satisfactory
Brajrajnagar,0.288737,0.345018,0.191995,0.262426,0.324212,0.196123,0.306482,0.387472,0.255661,0.352821,0.639541,Satisfactory
Shillong,0.364943,0.442523,0.09303,0.165687,0.137347,0.168743,0.363734,0.339838,0.338145,0.246054,0.21469,Satisfactory
Gurugram,0.128623,0.489155,0.132865,0.230669,0.235498,0.388686,0.374805,0.19277,0.382174,0.545059,0.639541,Satisfactory
Bengaluru,0.308968,0.482781,0.170433,0.392604,0.370135,0.388686,0.469071,0.245583,0.550366,0.339152,0.402558,Satisfactory
Thiruvananthapuram,0.256879,0.342961,0.227064,0.279657,0.333501,0.237701,0.398158,0.269537,0.511522,0.545059,0.639541,Satisfactory
Mumbai,0.246931,0.418392,0.330018,0.252495,0.39629,0.279517,0.379922,0.341232,0.338042,0.513292,0.639541,Satisfactory
Kolkata,0.224021,0.307494,0.306369,0.43311,0.502036,0.298107,0.474162,0.150381,0.274895,0.521971,0.618483,Satisfactory
Hyderabad,0.325252,0.489155,0.262267,0.30722,0.383598,0.388686,0.434648,0.313735,0.351846,0.376956,0.528331,Satisfactory
Guwahati,0.262701,0.345578,0.271105,0.296391,0.43032,0.161779,0.413629,0.382105,0.375902,?,0.639541,Satisfactory
Bengaluru,0.237371,0.486742,0.195424,0.434789,0.197864,0.504801,0.436099,0.250216,0.350114,0.390624,0.543484,Satisfactory
Mumbai,0.288622,0.408606,0.305815,0.406631,0.482359,0.388686,0.498763,0.395917,0.543378,0.317112,0.639541,Satisfactory
Shillong,0.287814,0.339355,0.097995,0.179305,0.152445,0.183418,0.351318,0.266986,0.571013,0.997634,0.997671,Satisfactory
Chennai,0.437271,0.489155,0.243464,0.321014,0.366103,0.285201,0.43753,0.339418,0.380271,0.129252,0.51255,Satisfactory
Jaipur,0.340502,0.425591,0.282413,0.453501,0.477268,0.499669,0.450835,0.365856,0.474341,0.386287,0.550863,Satisfactory
Chandigarh,0.306882,0.397438,0.191122,0.305092,0.270544,0.566523,0.418877,0.296974,0.282614,0.580718,0.296318,Satisfactory
Amritsar,0.285444,0.360393,0.260081,0.280594,0.361441,0.302626,0.438941,0.309818,0.521608,0.467169,0.46964,Satisfactory
Bengaluru,0.3126,0.390427,0.249776,0.448991,0.39077,0.40573,0.436099,0.239505,0.401078,0,0.204867,Satisfactory
Amritsar,0.306089,0.434742,0.310892,0.346677,0.430035,0.289887,0.450835,0.403257,0.411245,0.555295,0.493072,Satisfactory
Thiruvananthapuram,0.185902,0.291898,0.157209,0.218968,0.236289,0.151528,0.471138,0.26086,0.453551,0.545059,0.639541,Satisfactory
Chennai,0.348056,0.489155,0.26206,0.348436,0.416356,0.4433,0.45689,0.304285,0.500499,0.223569,0.393422,Satisfactory
Thiruvananthapuram,0.247636,0.323238,0.206868,0.268166,0.317361,0.207549,0.393894,0.287646,0.57031,0.545059,0.639541,Satisfactory
Chennai,0.283871,0.489155,0.327786,0.360051,0.368585,0.549152,0.521122,0.282095,0.279456,0.52266,0.662612,Satisfactory
Hyderabad,0.294169,0.391252,0.193722,0.427423,0.378192,0.324149,0.452075,0.28151,0.457779,0.415303,0.574267,Satisfactory
Chennai,0.277377,0.489155,0.274104,0.271176,0.336173,0.13927,0.468022,0.306486,0.354132,0.223569,0.532742,Satisfactory
Delhi,0.24205,0.341109,0.345842,0.352317,0.324881,0.347285,0.363734,0.403257,0.422,0.193878,?,Satisfactory
Coimbatore,0.385678,0.393686,0.130036,0.408153,0.428792,0.107357,0.480889,0.18221,0.490929,0,?,Satisfactory
Bengaluru,0.27713,0.49598,0.342039,0.483519,0,0.450458,0.409975,0.299096,0.31583,0.381738,0.356978,Satisfactory
Bengaluru,0.302843,0.406584,0.243581,0.454529,0.394259,0.388686,0.474162,0.332854,0.536525,0.467788,0.489716,Satisfactory
Bengaluru,0.286808,0.402988,0.229158,0.397767,0.415949,0.339766,0.471138,0.293923,0.550199,0.348483,0.460085,Satisfactory
Delhi,0.348823,0.453822,0.336292,0.427375,0.444059,0.429326,0.47806,0.37046,0.481857,0.474918,0.753335,Satisfactory
Thiruvananthapuram,0.198245,0.317984,0.096542,0.193777,0.177353,0.136743,0.523603,0.155816,0.406514,0.545059,0.639541,Satisfactory
Bengaluru,0.273542,0.452975,0.273239,0.423357,0,0.406596,0.417158,0.275536,0.586839,0.403778,0.380185,Satisfactory
Amaravati,0.283634,0.367137,0.111129,0.217996,0.215208,0.259375,0.369419,0.448967,0.514482,0.239144,0.389215,Satisfactory
Thiruvananthapuram,0.354637,0.411727,0.201038,0.310363,0.29919,0.209885,0.526621,0.300843,0.523683,0.545059,0.639541,Satisfactory
Bengaluru,0.292828,0.416933,0.211107,0.36926,0.383898,0.358579,0.515974,0.262415,0.464823,0.430293,0.442412,Satisfactory
Lucknow,0.289159,0.489155,0.256151,0.320035,0.440314,0.388686,0.488071,0.258837,0.318719,0.403778,0.493072,Satisfactory
Amaravati,0.27926,0.441689,0.146885,0.276385,0.258585,0.199864,0.374805,0.375664,0.550491,0.392026,0.523362,Satisfactory
Chennai,0.334882,0.489155,0.246137,0.373802,0.376832,0.258638,0.469071,0.324385,0.524966,0.150057,0.317124,Satisfactory
Chennai,0.37226,0.489155,0.256474,0.390061,0.395334,0.283643,0.471138,0.34792,0.442426,0.239144,0.473204,Satisfactory
Thiruvananthapuram,0.35551,0.403893,0.132555,0.321987,0.290158,0.215451,0.492317,0.269326,0.28765,0.545059,0.639541,Satisfactory
Amritsar,0.32266,0.424484,0.310815,0.315476,0.425459,0.265378,0.448309,0.403257,0.471841,0.541525,0.501616,Satisfactory
Kolkata,0.356904,0.434889,0.364702,0.441388,0.535983,0.305115,0.455708,0.300669,0.415312,0.726831,0.762855,Satisfactory
Visakhapatnam,0.305396,0.402988,0.305498,0.477312,0.45291,0.34779,0.411819,0.372605,0.301381,0.574049,0.676437,Satisfactory
Guwahati,0.257256,0.344569,0.122355,0.262074,0.312473,0.255776,0.374805,0.451652,0.624884,0.336666,0.639541,Satisfactory
Lucknow,0.383206,0.489155,0.211553,0.383944,0.254569,0.388686,0.500313,0.186237,0.47698,0.380171,0.654388,Satisfactory
Delhi,0.337597,0.489155,0.342689,0.584441,0.305363,0.462177,?,0.403257,0.496534,0.381738,?,Satisfactory
Kolkata,0.257772,0.329565,0.262886,0.427759,0.480152,0.254134,0.493145,0.163931,0.291864,0.488717,0.656288,Satisfactory
Chennai,0.305257,0.489155,0.161195,0.293545,0.322017,0.55394,0.510552,0.266986,0.479809,0.524021,0.685951,Satisfactory
Visakhapatnam,0.284935,0.405732,0.133173,0.456828,0.383059,0.267712,0.389445,0.436593,0.379271,0.575031,0.667742,Satisfactory
Chennai,0.318299,0.364111,0.270518,0.376005,0.424434,0.349726,0.480889,0.307493,0.508723,0.204859,0.504576,Satisfactory
Bengaluru,0.20867,0.489155,0.225204,0.366663,0.326955,0.400182,0.505561,0.410302,0.413395,0.53575,0.44638,Satisfactory
Lucknow,0.308559,0.489155,0.200553,0.302755,0.440314,0.388686,0.494782,0.266125,0.403701,0.514796,0.549072,Satisfactory
Thiruvananthapuram,0.398158,0.368409,0.136798,0.256208,0.248867,0.196523,0.494782,0.271215,0.28696,0.545059,0.639541,Satisfactory
Hyderabad,0.278444,0.383406,0.262474,0.36926,0.36063,0.30132,0.387146,0.257929,0.417633,0.483126,0.614856,Satisfactory
Mumbai,0.260372,0.453416,0.420376,0.404036,0.546305,0.388686,0.533521,0.455461,0.415806,0.336666,0.639541,Satisfactory
Visakhapatnam,0.300252,0.407762,0.25701,0.426317,0.401332,0.296669,0.461489,0.468037,0.37734,0.553835,0.673967,Satisfactory
Mumbai,0.227151,0.386434,0.386987,0.304107,0.472776,0.292278,0.413629,0.334301,0.324469,0.45017,0.639541,Satisfactory
Lucknow,0.348495,0.489155,0.233253,0.361692,0.352308,0.296187,0.486322,0.256326,0.424459,0.393408,0.563408,Satisfactory
Lucknow,0.293239,0.489155,0.249439,0.314212,0.440314,0.388686,0.499541,0.219466,0.355736,0.381738,0.536067,Satisfactory
Chennai,0.180783,0.489155,0.220855,0.221522,0.309558,0.514501,0.415409,0.28053,0.489525,0.30377,?,Satisfactory
Bengaluru,0.276551,0.408401,0.346734,0.370515,0.444862,0.361286,0.448309,0.332709,0.389541,0.320169,0.501185,Satisfactory
Visakhapatnam,0.274258,0.461362,0.175775,0.454871,0.393065,0.274617,0.436099,0.309323,0.462517,0.53575,0.598289,Satisfactory
Jaipur,0.276799,0.359381,0.258288,0.355785,0.42306,0.372393,0.440333,0.341648,0.46847,0.434798,0.567524,Satisfactory
Bhopal,0.22408,0.33697,0.124767,0.275314,0.257792,0.344885,0.382387,0.378794,0.546575,0.545059,0.639541,Satisfactory
Patna,0.244177,0.414405,0.502674,0.357195,0.482207,0.249745,0.440333,0.217345,0.434754,0.502026,0.543758,Satisfactory
Bengaluru,0.258286,0.393466,0.226932,0.347523,0.346827,0.35776,0.444398,0.306318,0.37641,0.339152,0.530877,Satisfactory
Gurugram,0.301748,0.436748,0.204066,0.299557,0.285261,0.449832,0.384794,0.406286,0.606286,0.477178,0.521645,Satisfactory
Amritsar,0.25852,0.421187,0.327382,0.266011,0.440314,0.260717,0.422232,0.264608,0.496534,0.545059,0.639541,Satisfactory
Jaipur,0.281321,0.422426,0.168734,0.296296,0.325464,0.354238,0.417158,0.364997,0.583446,0.348483,0.712177,Satisfactory
Talcher,0.241474,0.404605,0.359288,0.263476,0.433486,0.252214,0.521748,0.598502,0.149047,?,0.639541,Satisfactory
Thiruvananthapuram,0.262928,0.358755,0.090407,0.225719,0.21153,0.170028,0.443061,0.143416,0.532323,0.545059,0.639541,Satisfactory
Thiruvananthapuram,0.190639,0.264263,0.079995,0.176769,0.261065,0.145445,0.441706,0.171444,0.373939,0.545059,0.639541,Satisfactory
Amritsar,0.358496,0.451136,0.39347,0.320769,0.440314,0.298011,?,0.292284,0.261972,0.462059,0.392041,Satisfactory
Jaipur,0.368164,0.45985,0.283772,0.468132,0.440314,0.529029,0.320781,0.334301,0.497482,?,0.300124,Satisfactory
Mumbai,0.247334,0.422716,0.39428,0.311054,0.481182,0.34743,0.40225,0.352952,0.339887,0.497648,0.639541,Satisfactory
Bengaluru,0.398158,0.310983,0.292046,0.434371,0.404965,0.388686,0.433176,0.217345,0.496534,0.545059,0.639541,Satisfactory
Mumbai,0.277747,0.384903,0.264423,0.400275,0.456405,0.388686,0.469071,0.394319,0.537576,0.31068,0.639541,Satisfactory
Kolkata,0.285679,0.464442,0.209005,0.359059,0.405233,0.325944,0.369419,0.232062,0.3505,0.509423,0.623499,Satisfactory
Visakhapatnam,0.149521,0.243802,0.215786,0.396501,0.36676,0.168743,0.406186,0.67894,0.448083,0.500734,0.571059,Satisfactory
Chennai,0.269653,0.489155,0.164811,0.255964,0.281641,0.675498,0.484543,0.206842,0.496534,0.545059,0.639541,Satisfactory
Amritsar,0.398158,0.400657,0.312196,0.298075,0.416559,0.275719,?,0.191266,0.444617,0.567503,0.600249,Satisfactory
Amritsar,0.261518,0.360186,0.295109,0.285499,0.398133,0.276705,0.431682,0.328594,0.33419,0.484684,0.439111,Satisfactory
Hyderabad,0.365094,0.451938,0.191122,0.389206,0.336173,0.287153,0.411819,0.272875,0.414107,0.4374,0.621382,Satisfactory
Amaravati,0.237317,0.360238,0.141978,0.255719,0.250422,0.327881,0.372148,0.382783,0.480349,0.269485,0.167062,Satisfactory
Chennai,0.30968,0.343442,0.238693,0.302936,0.374459,0.486986,0.427066,0.453895,0.488428,0.181428,?,Satisfactory
Gurugram,0.282123,0.311625,0.278545,0.266125,0.297008,0.388686,0.398158,0.277953,0.411892,0.493524,0.596598,Satisfactory
Chandigarh,0.270731,0.402566,0.22359,0.336287,0.332148,0.557906,0.40225,0.316139,0.301127,?,?,Satisfactory
Chennai,0.301322,0.489155,0.20438,0.284084,0.276204,0.388686,0.24532,0.427357,0.459251,0.193878,0.193885,Satisfactory
Visakhapatnam,0.323225,0.494242,0.264931,0.563673,0.492667,0.365343,0.409975,0.393354,0.359917,0.602146,0.674305,Satisfactory
Talcher,0.218464,0.286809,0.295109,0.349344,0.336718,0.294049,0.52237,0.495018,0.496534,?,0.639541,Satisfactory
Amritsar,0.309714,0.38336,0.27966,0.2874,0.381066,0.298678,0.393894,0.435525,0.421588,0.564269,0.441598,Satisfactory
Amritsar,0.263334,0.432053,0.329324,0.305002,0.418883,0.304197,0.452075,0.470215,0.468357,0.463363,0.487243,Satisfactory
Gurugram,0.280959,0.489155,0.263605,0.224335,0.361846,0.388686,0.354566,0.504703,0.45612,0.493991,0.596443,Satisfactory
Jorapokhar,0.398158,0.399804,0.231092,0.247517,0.440314,0.241927,0.347964,0.597313,0.353183,0.545059,0.639541,Satisfactory
Jaipur,0.278321,0.355332,0.29787,0.383299,0.437988,0.401568,0.4533,0.424383,0.539928,0.320169,0.55262,Satisfactory
Thiruvananthapuram,0.215497,0.289451,0.124426,0.265782,0.250141,0.217642,0.443061,0.268903,0.467222,0.545059,0.639541,Satisfactory
Talcher,0.254072,0.331595,0.183707,0.341227,0.344838,0.29551,0.508443,0.509486,0.496534,?,0.639541,Satisfactory
Ahmedabad,0.317556,0.489155,0.097514,0.45143,0.389671,0.388686,0.469071,0.446594,0.496534,?,?,Satisfactory
Guwahati,0.285952,0.380943,0.215929,0.308011,0.397297,0.259986,0.418877,0.424195,0.487957,0.350677,0.639541,Satisfactory
Lucknow,0.333019,0.489155,0.339879,0.413779,0.440314,0.388686,0.538406,0.249495,0.328637,0.35897,0.470843,Satisfactory
Bengaluru,0.32203,0.454699,0.237964,0.475667,0.414467,0.642384,0.472156,0.258156,0.475389,0.519167,0.517752,Satisfactory
Jaipur,0.26129,0.32587,0.20656,0.336511,0.373514,0.427217,0.431682,0.345897,0.643238,0.430293,0.468421,Satisfactory
Lucknow,0.377557,0.489155,0.2853,0.413524,0.440314,0.388686,0.493145,0.254473,0.535072,0.442396,0.532434,Satisfactory
Coimbatore,0.274132,0.300726,0.269338,0.321258,0.404588,0.413089,0.500313,0.352035,0.417073,0.10243,0.193885,Satisfactory
Thiruvananthapuram,0.229751,0.344457,0.116937,0.210111,0.192068,0.162608,0.46589,0.166338,0.489942,0.545059,0.639541,Satisfactory
Thiruvananthapuram,0.292865,0.39843,0.08987,0.195753,0.192307,0.183642,0.423869,0.158424,0.571676,0.545059,0.639541,Satisfactory
Lucknow,0.289235,0.489155,0.169799,0.393781,0.440314,0.388686,0.701351,0.273699,0.387141,0.279308,0.181435,Satisfactory
Bengaluru,0.236829,0.366284,0.299849,0.335988,0.401003,0.343416,0.433176,0.299447,0.371003,0.331484,0.496312,Satisfactory
Thiruvananthapuram,0.235245,0.308253,0.082458,0.177467,0.171262,0.148057,0.454511,0.165382,0.491653,0.545059,0.639541,Satisfactory
Lucknow,0.24464,0.489155,0.150534,0.277023,0.440314,0.388686,0.486322,0.280136,0.426487,0.317112,0.639541,Satisfactory
Bengaluru,0.32184,0.427979,0.228115,0.465814,0,0.394202,0.515974,0.322551,0.552492,0.464008,0.502471,Satisfactory
Lucknow,0.328356,0.489155,0.252998,0.267489,0.305552,0.448171,0.473164,0.290445,0.531028,0.70858,0.532125,Satisfactory
Kolkata,0.206628,0.276618,0.183332,0.302755,0.351454,0.305845,0.360769,0.296261,0.526062,0.492582,0.610815,Satisfactory
Hyderabad,0.318299,0.391051,0.178351,0.444039,0.385565,0.373344,0.444398,0.306822,0.498743,0.450913,0.629465,Satisfactory
Thiruvananthapuram,0.329782,0.400081,0.236616,0.392154,0.417117,0.269554,0.428628,0.300146,0.632405,0.545059,0.639541,Satisfactory
Amaravati,0.319999,0.387999,0.130355,0.310967,0.282417,0.333492,0.406186,0.394639,0.549024,0.364739,0.421607,Satisfactory
Mumbai,0.23275,0.414665,0.295109,0.356054,0.441723,0.327479,0.384794,0.366468,0.440404,0.540114,0.639541,Satisfactory
Bengaluru,0.301322,0.439222,0.321216,0.424915,0,0.405567,0.427066,0.274109,0.581604,0.346237,0.339165,Satisfactory
Amaravati,0.246981,0.360858,0.164366,0.232568,0.247003,0.2308,0.430166,0.389122,0.459016,0.434798,0.499001,Satisfactory
Chennai,0.367966,0.413161,0.208399,0.359787,0.405716,0.611696,0.441706,0.350187,0.48759,0.300113,0.402558,Satisfactory
Bengaluru,0.333613,0.451938,0.300341,0.478635,0.493392,0.315325,0.485436,0.346033,0.531252,0.384795,0.460753,Satisfactory
Thiruvananthapuram,0.253783,0.358311,0.114665,0.210629,0.189649,0.137835,0.422232,0.155286,0.484633,0.545059,0.639541,Satisfactory
Mumbai,0.239517,0.328954,0.361128,0.358927,0.480228,0.361017,0.430166,0.324385,0.323579,0.540398,0.639541,Satisfactory
Bhopal,0.230037,0.329534,0.132555,0.274776,0.260157,0.336962,0.409975,0.362894,0.524875,0.545059,0.639541,Satisfactory
Amritsar,0.398158,0.489155,0.327382,0.413158,0.440314,0.388686,0.558343,0.403257,0.496534,0.545059,0.639541,Satisfactory
Coimbatore,0.185491,0.219198,0.250895,0.281112,0.36826,0.396761,0.497979,0.330956,0.393013,0,0.129257,Satisfactory
Hyderabad,0.332573,0.429145,0.278359,0.438798,0.415337,0.382498,0.415409,0.392169,0.535249,0.567715,0.720466,Satisfactory
Delhi,0.375344,0.551619,0.427029,0.65394,0.348867,0.508132,?,0.403257,0.496534,0.378577,?,Satisfactory
Thiruvananthapuram,0.27116,0.375013,0.101275,0.228442,0.322865,0.174278,0.459216,0.215809,0.553778,0.545059,0.639541,Satisfactory
Amaravati,0.304002,0.415961,0.215354,0.355313,0.341167,0.308646,0.431682,0.321008,0.417353,0.204859,0.522679,Satisfactory
Visakhapatnam,0.304561,0.399333,0.195255,0.400437,0.35927,0.304657,0.464807,0.32484,0.585091,0.56405,0.601729,Satisfactory
Visakhapatnam,0.241158,0.404081,0.253984,0.379206,0.372564,0.276377,0.387146,0.373197,0.347682,0.542361,0.622564,Satisfactory
Bengaluru,0.239304,0.37303,0.20656,0.335087,0.370649,0.26921,0.443061,0.287834,0.466653,0.387755,0.462076,Satisfactory
Chennai,0.339386,0.489155,0.213905,0.282964,0.313194,0.388686,0.141827,0.316298,0.395426,?,?,Satisfactory
Kolkata,0.265218,0.348381,0.207176,0.436825,0.470199,0.278441,0.494782,0.173241,0.371264,0.468404,0.654221,Satisfactory
Bengaluru,0.260096,0.380685,0.323384,0.339766,0.39685,0.381892,0.455708,0.302745,0.371264,0.368396,0.541824,Satisfactory
Thiruvananthapuram,0.339443,0.382457,0.186657,0.229486,0.248867,0.223037,0.488934,0.252124,0.616885,0.545059,0.639541,Satisfactory
Thiruvananthapuram,0.268872,0.366661,0.102636,0.219611,0.20482,0.182062,0.459216,0.204495,0.585427,0.545059,0.639541,Satisfactory
Chennai,0.342969,0.489155,0.167875,0.328266,0.341016,0.388686,0.329311,0.633655,0.472399,0.167056,0.167062,Satisfactory
Bengaluru,0.092394,0.251827,0.247398,0.425351,0.383419,0.388686,0.427066,0.229858,0.225485,?,?,Satisfactory
Patna,0.249731,0.377167,0.400456,0.348855,0.459765,0.153972,0.43753,0.247796,0.386173,0.444797,0.528653,Satisfactory
Mumbai,0.21607,0.370093,0.32659,0.30121,0.427349,0.293264,0.391694,0.372605,0.303396,0.44076,0.639541,Satisfactory
Chennai,0.199198,0.489155,0.215929,0.30011,0.34624,0.432815,0.445719,0.307158,0.494584,0.252486,?,Satisfactory
Chandigarh,0.271332,0.404291,0.113892,0.278714,0.252236,0.505521,0.347964,0.319295,0.481695,0.555536,0.343947,Satisfactory
Visakhapatnam,0.251405,0.35684,0.358571,0.464051,0.471273,0.210948,0.430166,0.389779,0.283323,0.58677,0.697729,Satisfactory
Thiruvananthapuram,0.250373,0.349068,0.286813,0.368187,0.383179,0.283955,0.510552,0.33801,0.478398,0.545059,0.639541,Satisfactory
Amritsar,0.272228,0.386069,0.324459,0.280905,0.416102,0.312018,0.448309,0.362022,0.377593,0.470826,0.493542,Satisfactory
Hyderabad,0.206491,0.326894,0.234633,0.288589,0.249859,0.205904,0.269992,0.276547,0.488899,?,0.269495,Satisfactory
Chennai,0.264771,0.489155,0.347937,0.461653,0.447474,0.568977,0.440333,0.342754,0.430095,0.466545,0.511009,Satisfactory
Bengaluru,0.282601,0.294683,0.306921,0.413524,0.396178,0.403385,0.433176,0.232607,0.384713,?,?,Satisfactory
Jaipur,0.34885,0.46801,0.265033,0.414491,0.443253,0.374794,0.441706,0.362022,0.582808,0.375305,0.556754,Satisfactory
Amritsar,0.303371,0.381643,0.236862,0.269957,0.352875,0.283538,0.337185,0.31097,0.340091,0.546433,0.441598,Satisfactory
Bengaluru,0.278852,0.39234,0.245444,0.372196,0.409219,0.313767,0.434648,0.330221,0.473676,0.452381,0.529294,Satisfactory
Coimbatore,0.321334,0.360367,0.277517,0.416212,0.476997,0.187169,0.406186,0.359635,0.507459,?,?,Satisfactory
Hyderabad,0.327317,0.433641,0.265033,0.459902,0.407952,0.31149,0.417158,0.424476,0.566925,0.594695,0.760984,Satisfactory
Amritsar,0.319647,0.425325,0.216502,0.276917,0.346461,0.267712,0.455708,0.403257,0.445923,0.5459,0.598593,Satisfactory
Visakhapatnam,0.321208,0.42387,0.386412,0.473022,0.477035,0.339012,0.443061,0.395492,0.400399,0.600673,0.65637,Satisfactory
Visakhapatnam,0.261564,0.413221,0.307236,0.410648,0.416204,0.221264,0.436099,0.250935,0.299213,0.470826,0.569826,Satisfactory
Jaipur,0.29722,0.381689,0.329741,0.408048,0.468439,0.411034,0.447022,0.342616,0.382422,0.394769,0.568158,Satisfactory
Hyderabad,0.283832,0.375013,0.178742,0.375029,0.321932,0.27126,0.396048,0.220662,0.403179,0.348483,0.522335,Satisfactory
Talcher,0.250373,0.326925,0.151298,0.334031,0.354566,0.297246,0.507012,0.49247,0.496534,?,0.639541,Satisfactory
Bengaluru,0.267298,0.355836,0.203593,0.308799,0.155784,0.480898,0.379922,0.343579,0.543207,0.404997,0.264166,Satisfactory
Hyderabad,0.227384,0.318471,0.25797,0.31905,0.283737,0.235537,0.329311,0.274109,0.481642,0.31068,0.490203,Satisfactory
Amaravati,0.296013,0.39929,0.201681,0.293353,0.300367,0.29551,0.415409,0.390868,0.412895,0,0.492126,Satisfactory
Jaipur,0.26074,0.350544,0.167659,0.352797,0.366694,0.393457,0.430166,0.394746,0.541313,0.428428,0.724448,Satisfactory
Thiruvananthapuram,0.303336,0.393994,0.089328,0.219611,0.207105,0.205166,0.448309,0.212996,0.619272,0.545059,0.639541,Satisfactory
Chennai,0.300431,0.280252,0.243112,0.340279,0.402695,0.484895,0.436099,0.310313,0.450407,0.558617,0.590342,Satisfactory
Mumbai,0.207585,0.345858,0.407371,0.315644,0.48945,0.361555,0.413629,0.382105,0.278583,0.45017,0.639541,Satisfactory
Chennai,0.327715,0.489155,0.254963,0.313449,0.391519,0.583543,0.45806,0.295366,0.475278,0.193878,0.371928,Satisfactory
Thiruvananthapuram,0.228832,0.272896,0.096542,0.19217,0.174216,0.11548,0.444398,0.142203,0.376495,0.545059,0.639541,Satisfactory
Bengaluru,0.28284,0.390583,0.339814,0.467524,0.492012,0.366525,0.470109,0.305474,0.424391,0.430293,0.533049,Satisfactory
Amaravati,0.262883,0.355863,0.215786,0.354297,0.342149,0.363225,0.464807,0.359508,0.45156,?,0.064628,Satisfactory
Mumbai,0.211208,0.34151,0.410117,0.31455,0.494907,0.388686,0.519222,0.422504,0.439832,0.296307,0.639541,Satisfactory
Hyderabad,0.290947,0.396006,0.187564,0.323678,0.295401,0.314634,0.377395,0.328296,0.388584,0.258504,0.484702,Satisfactory
Chennai,0.330717,0.489155,0.21185,0.295731,0.326294,0.715445,0.54945,0.242323,0.382422,0.435673,0.547772,Satisfactory
Chennai,0.331857,0.489155,0.201681,0.284186,0.273757,0.388686,0.070913,0.333868,0.496316,0.10243,0.102433,Satisfactory
Shillong,0.276593,0.338689,0.104851,0.189301,0.160025,0.193286,0.351318,0.305812,0.626297,0.296307,0.37697,Satisfactory
Delhi,0.329661,0.398946,0.355373,0.384646,0.275393,0.452547,0.366616,0.403257,0.440087,0.239144,?,Satisfactory
Amaravati,0.315374,0.388112,0.168306,0.334182,0.309742,0.33954,0.422232,0.386919,0.519937,0.362856,0.572275,Satisfactory
Thiruvananthapuram,0.326395,0.318956,0.070492,0.160884,0.162064,0.142412,0.4533,0.158937,0.43332,0.545059,0.639541,Satisfactory
Bengaluru,0.34016,0.405315,0.190066,0.443726,0.448046,0.388686,0.511935,0.230689,0.549821,0.30377,0.414228,Satisfactory
Chennai,0.380867,0.489155,0.220717,0.429952,0.373829,0.388686,0.254221,0.215499,0.429364,0.317112,0.193885,Satisfactory
Chennai,0.339357,0.489155,0.244049,0.288786,0.300855,0.635744,0.433176,0.320387,0.440341,0.362856,0.489227,Satisfactory
Hyderabad,0.335322,0.436039,0.212293,0.448948,0.397018,0.31394,0.406186,0.309653,0.472064,0.526026,0.75434,Satisfactory
Jorapokhar,0.377699,0.468918,0.254311,0.278609,0.440314,0.238129,?,0.331835,0.400852,0.545059,0.639541,Satisfactory
Thiruvananthapuram,0.232414,0.35424,0.234882,0.257909,0.30066,0.251956,0.430166,0.299797,0.504716,0.545059,0.639541,Satisfactory
Kolkata,0.213306,0.29472,0.197601,0.425399,0.457881,0.32772,0.4872,0.162458,0.368376,0.452381,0.600398,Satisfactory
Chennai,0.258659,0.400231,0.251229,0.361692,0.378562,0.504151,0.448309,0.288958,0.550366,0.064626,0.400038,Satisfactory
Thiruvananthapuram,0.249235,0.369895,0.115809,0.216854,0.196047,0.169001,0.450835,0.182619,0.523085,0.545059,0.639541,Satisfactory
